accuracy,loss,val_accuracy,val_loss
0.6538461446762085,0.6366846561431885,0.8351648449897766,0.4380413889884949
0.8901098966598511,0.3940056562423706,0.9450549483299255,0.28251874446868896
0.9313187003135681,0.2581932842731476,0.9670329689979553,0.20457704365253448
0.9478021860122681,0.20504917204380035,0.9670329689979553,0.1584126204252243
0.9478021860122681,0.16751009225845337,0.9780219793319702,0.12889757752418518
0.9670329689979553,0.1378057450056076,0.9780219793319702,0.1093483567237854
0.9697802066802979,0.12705175578594208,0.9890109896659851,0.09578774124383926
0.9725274443626404,0.1155506893992424,0.9890109896659851,0.08360262960195541
0.9752747416496277,0.11078324913978577,0.9890109896659851,0.07602094113826752
0.9725274443626404,0.0924510657787323,0.9890109896659851,0.06984297186136246
0.9725274443626404,0.08940842747688293,0.9890109896659851,0.0648035928606987
0.9890109896659851,0.07858095318078995,0.9890109896659851,0.06202268972992897
0.9807692170143127,0.0753541961312294,0.9890109896659851,0.05961845815181732
0.9780219793319702,0.08532139658927917,0.9890109896659851,0.05755883455276489
0.9807692170143127,0.0664297565817833,0.9890109896659851,0.0545600987970829
0.9890109896659851,0.06501031666994095,0.9890109896659851,0.05346567928791046
0.9890109896659851,0.056765828281641006,0.9890109896659851,0.051601607352495193
0.9835164546966553,0.060349222272634506,0.9890109896659851,0.04942603036761284
0.9862637519836426,0.046988435089588165,0.9890109896659851,0.046792395412921906
0.9862637519836426,0.04605623334646225,0.9890109896659851,0.04424608126282692
0.9890109896659851,0.052320029586553574,0.9890109896659851,0.042774613946676254
0.9835164546966553,0.056835565716028214,0.9890109896659851,0.041627075523138046
0.9890109896659851,0.04514263942837715,0.9890109896659851,0.039723511785268784
0.9862637519836426,0.043503887951374054,0.9890109896659851,0.03826199844479561
0.9890109896659851,0.043796032667160034,0.9890109896659851,0.03800489753484726
0.9862637519836426,0.05154586210846901,0.9890109896659851,0.03961654752492905
0.9835164546966553,0.049427639693021774,0.9890109896659851,0.03776967525482178
0.9862637519836426,0.047506462782621384,0.9890109896659851,0.03795013204216957
0.9862637519836426,0.04458632692694664,0.9890109896659851,0.03722376003861427
0.9862637519836426,0.039062127470970154,0.9890109896659851,0.03641706705093384
0.9917582273483276,0.035557135939598083,0.9890109896659851,0.03779751434922218
0.9835164546966553,0.04414910078048706,0.9890109896659851,0.03453531861305237
0.9862637519836426,0.035841088742017746,0.9890109896659851,0.03602134808897972
0.9917582273483276,0.029249560087919235,0.9890109896659851,0.03299684450030327
0.9862637519836426,0.03771346062421799,0.9890109896659851,0.030804749578237534
0.9890109896659851,0.030899066478013992,0.9890109896659851,0.029986795037984848
0.9917582273483276,0.029049189761281013,0.9890109896659851,0.029006145894527435
0.9835164546966553,0.03262268379330635,0.9890109896659851,0.030188223347067833
0.9890109896659851,0.03502056375145912,0.9890109896659851,0.030995652079582214
0.9917582273483276,0.024914411827921867,0.9890109896659851,0.03131049498915672
0.9917582273483276,0.025535864755511284,0.9890109896659851,0.031288035213947296
0.9917582273483276,0.0240864809602499,0.9890109896659851,0.03129248693585396
0.9945054650306702,0.024638792499899864,0.9890109896659851,0.03015965223312378
0.9835164546966553,0.03708256036043167,0.9890109896659851,0.030493685975670815
0.9945054650306702,0.020248588174581528,0.9890109896659851,0.0304016824811697
0.9917582273483276,0.020721614360809326,0.9890109896659851,0.03031226247549057
0.9917582273483276,0.023968227207660675,0.9890109896659851,0.029308989644050598
